col1,col2,col3
0.6294943611791847,0.8083252994657099,0
0.6298302974287797,0.7062748548706502,0
0.6301662336783749,0.5868335793568186,0
0.6305021699279699,0.45294251353023207,0
0.630838106177565,0.30789849979051304,0
0.6311740424271601,0.1552730031294161,0
0.6315099786767552,-0.0011758301902800358,0
0.6318459149263503,-0.1575957106683344,0
0.6321818511759454,-0.3101350617195574,0
0.6325177874255404,-0.45503785827198623,0
0.6328537236751356,-0.5887361125696896,0
0.6331896599247306,-0.707937729872792,0
0.6335255961743257,-0.8097075707558037,0
0.6338615324239208,-0.8915397239814473,0
0.6341974686735159,-0.9514192103519622,0
0.634533404923111,-0.9878715981842844,0
0.6348693411727061,-0.9999993087114428,0
0.6352052774223012,-0.9875037174506952,0
0.6355412136718963,-0.9506925073293712,0
0.6358771499214914,-0.8904720925100594,0
0.6362130861710864,-0.80832529946571,0
0.6365490224206816,-0.7062748548706503,0
0.6368849586702766,-0.586833579356818,0
0.6372208949198718,-0.4529425135302316,0
0.6375568311694668,-0.3078984997905123,0
0.6378927674190619,-0.15527300312941622,0
0.638228703668657,0.0011758301902796914,0
0.6385646399182521,0.15759571066833425,0
0.6389005761678471,0.3101350617195573,0
0.6392365124174423,0.4550378582719869,0
0.6395724486670373,0.5887361125696895,0
0.6399083849166324,0.7079377298727917,0
0.6402443211662275,0.8097075707558034,0
0.6405802574158226,0.8915397239814473,0
0.6409161936654177,0.9514192103519625,0
0.6412521299150128,0.9878715981842844,0
0.6415880661646078,0.9999993087114428,0
0.641924002414203,0.9875037174506953,0
0.642259938663798,0.9506925073293712,0
0.6425958749133931,0.8904720925100591,0
0.6429318111629883,0.8083252994657101,0
0.6432677474125833,0.7062748548706498,0
0.6436036836621785,0.5868335793568189,0
0.6439396199117735,0.4529425135302325,0
0.6442755561613686,0.3078984997905124,0
0.6446114924109637,0.15527300312941636,0
0.6449474286605588,-0.001175830190280457,0
0.6452833649101538,-0.15759571066833414,0
0.645619301159749,-0.31013506171955807,0
0.645955237409344,-0.4550378582719876,0
0.6462911736589392,-0.5887361125696902,0
0.6466271099085342,-0.7079377298727928,0
0.6469630461581293,-0.8097075707558038,0
0.6472989824077244,-0.891539723981448,0
0.6476349186573195,-0.9514192103519624,0
0.6479708549069145,-0.9878715981842844,0
0.6483067911565097,-0.9999993087114428,0
0.6486427274061047,-0.9875037174506951,0
0.6489786636556998,-0.9506925073293704,0
0.6493145999052949,-0.8904720925100588,0
0.64965053615489,-0.8083252994657096,0
0.6499864724044851,-0.7062748548706492,0
0.6503224086540802,-0.5868335793568182,0
0.6506583449036752,-0.452942513530231,0
0.6509942811532704,-0.30789849979051254,0
0.6513302174028655,-0.15527300312941472,0
0.6516661536524605,0.0011758301902803346,0
0.6520020899020557,0.15759571066833578,0
0.6523380261516507,0.3101350617195596,0
0.6526739624012459,0.4550378582719875,0
0.6530098986508409,0.58873611256969,0
0.653345834900436,0.7079377298727927,0
0.6536817711500311,0.8097075707558037,0
0.6540177073996262,0.891539723981448,0
0.6543536436492212,0.9514192103519624,0
0.6546895798988164,0.9878715981842844,0
0.6550255161484114,0.9999993087114428,0
0.6553614523980066,0.9875037174506951,0
0.6556973886476016,0.9506925073293704,0
0.6560333248971967,0.8904720925100588,0
0.6563692611467918,0.8083252994657097,0
0.6567051973963869,0.7062748548706507,0
0.6570411336459819,0.5868335793568169,0
0.6573770698955771,0.45294251353023113,0
0.6577130061451721,0.3078984997905127,1
0.6580489423947673,0.15527300312941483,1
0.6583848786443623,-0.001175830190280212,1
0.6587208148939574,-0.15759571066833564,1
