.id,b,k,w1,w2
0,0.8845701538085182,-0.11233827090589421,0.518355170612549,-1.2896706508407982
1,1.3126954619680404,0.6880723572405627,0.2257986066352281,0.27512179356851196
2,0.3161693363013325,-0.5052985443762573,-1.2352185043615018,-0.007638609754187176
3,-0.24160089459098064,-0.5438909344267969,-1.3032473531451925,-1.5066991947570996
4,0.8548582021637399,0.8846435872336413,0.7626407396612991,-0.38616232597146266
5,0.2753256259171041,0.3701145619458649,0.0758753108638427,0.6593898529607694
6,1.0801042829188159,0.979229929135973,-1.3698247155551315,-0.7233999626598113
7,-0.06330985273272849,0.032188713586279616,0.12402215409324563,-0.06821537222209373
8,1.405487070996628,-0.6489610880180307,0.8460013371910118,-0.6596303927313238
9,0.0225545939966475,-0.26523460301729346,0.9575181983471888,-1.5195698549381875
10,0.8089177384406364,1.0127586452085042,0.5984182106902685,-1.5658970939690893
11,0.9477667270296481,1.0044175702781621,-0.2002131706470679,-1.591031546601594
12,-0.4388897500945315,-0.333213356513064,0.23888414444839165,0.08623295200598857
13,0.33190571999035967,1.0699953395356152,1.0987757790542827,0.580989386832878
14,-0.30631236931997197,-0.11515833916882035,0.9731477515004294,0.4347660221458568
15,0.03446219622836333,0.4358546157144588,0.807530051714139,0.7315006587383301
16,-0.0711361629179732,0.14693893761347604,-0.3709284699127781,-0.5738814272551869
17,0.35046006381769057,-0.7130430309619458,0.6046585887794093,0.30778658799838965
18,1.1074215755184347,0.675268486564253,0.4511047920446157,-0.07957582282868464
19,-0.4561961807471601,-1.1590818341517648,-0.4759940975749557,-0.673773742960418
20,-0.909700186671256,1.3851494610287474,0.5204208524628595,-0.8341014742839556
21,-0.39062113020446126,0.962035105327415,0.48887391124907864,-1.1176404313855028
22,0.45325848544399905,-0.06339459982198731,1.2874783267554886,-1.0108238085972074
23,-0.8816863053530211,-0.8348961075085339,0.8778332140396076,-0.5883982178306111
24,-0.06287987221066232,-0.010266671413020068,1.1643310020561826,-1.3651946685221452
25,-0.35072510884558683,0.7215217936194205,-0.8861519218764418,-1.3889829148481274
26,0.37636022315570605,0.4040730538066418,-0.3075040688716686,-0.5639418443967843
27,-0.17546841445390138,0.041260812472166786,1.4612684688701423,-1.309124066975071
28,0.13803438726346628,-0.022215432139176094,0.286061844184613,0.9523540527349994
29,-0.11044470540856732,-0.11463669016128508,0.7794063785262271,-1.0045359468551434
30,0.2783525454915693,-0.13333186584474688,0.1266635622632868,-1.4476503358696469
31,-0.40874986952188785,-0.11734039524358997,0.40933242537180836,0.12703604400107393
32,1.0941189657803707,1.3762610338683665,-0.4021253426547675,-0.9104698767800152
33,0.03736797204226461,0.007523629212044192,1.4660225275371093,-0.5501247169680163
34,0.42395316429771146,1.226468552216721,0.3010432108233049,-1.012648362969284
35,0.1185163201361813,-0.2892288394258665,0.10847658957017214,0.37642821430751094
36,0.839118583866109,0.17609582420039172,-0.8941726634725131,0.6365957273395548
37,0.4220766307584801,1.1451422921219254,0.557714638091108,0.281088466471384
38,-0.566407195766194,-0.4020677372261692,0.5912629710232107,-0.2912566296649806
39,-0.24250458576790412,0.32721148566230884,0.21366674483867762,-0.4846835962953486
40,0.8085383929437044,1.5467104791269657,0.253327872702222,-0.12927088422168292
41,0.6183363868960736,0.26928971140785973,0.25507286740954793,-1.4339218865915226
42,0.24647409643638352,0.05087428118930537,-0.06198198030714264,-0.43793161033327704
43,-0.437039922642962,1.0271316765504532,-0.008810794567147284,-0.9027966367875224
44,-0.22285780142447717,0.35670396880917543,0.04673223185356501,0.6674492513296877
45,0.9776063953081471,0.13468850788138853,0.5092195424202421,-0.32039258440944224
46,-0.12830708226755677,-0.26480316123712583,1.154099775730701,0.018949210014191087
47,-0.12849576825013886,1.3171594654075323,0.9119773736205656,-0.3677653446584714
48,0.8772370440272128,0.6851452447663338,-0.043579116678887087,-0.1276006979074658
49,-0.647539091980422,0.6804946469503672,-0.18327420878489115,0.35966415331536306
50,0.680396315481614,-0.35398211925209233,-0.6975606567024859,-0.26864355976526516
51,1.4546098353470436,0.7682520639977541,-0.7199029084377483,-1.3864328297969974
52,-0.18776392204429881,-0.6803180145770148,0.15523519796591057,-1.4351691858639737
