col1,col2,col3
0.2918407763476569,0.36368982709712583,0.08453258393657959
0.2499153144592423,0.20294192006189427,0.0738397378575073
0.24558383062661093,0.17071372987748745,0.06842978949078038
0.24946521680828093,0.18571072133602762,0.06762791029632842
0.23327514617009193,0.2299800851310696,0.07038362439375057
0.21805950569787047,0.2846501436311595,0.06361903462718699
0.20561761448445992,0.29517182504826067,0.05519007346065585
0.20296000538196335,0.2935395660913116,0.047238718325619544
0.19275751398145058,0.21738458004807626,0.039362627569103914
0.20404659511359924,0.1617492452009346,0.034174873958408014
0.17747376225783462,0.13084294258800355,0.03938278586160138
0.17463323992426538,0.09452717797010823,0.035136532254722574
0.15187422017851038,0.07538085734886035,0.033662794391982054
0.16465515492747862,0.047624666101262036,0.03393021638146587
0.17031206393050535,0.024460509216909454,0.04191565827743382
0.17949360413307947,0.0012331207455580362,0.048246098834017204
0.2231308024231935,-0.05032336942173199,0.04779888679264932
0.2509117372673173,-0.08954689356889567,0.05139147392257293
0.25627767527590084,-0.12057536017552639,0.05859165869716243
0.2597939792349677,-0.119967756708669,0.06138560356265366
0.26837286237735825,-0.10050972974865235,0.0691104725920455
0.2774428781633196,-0.06258930922383854,0.07239152017205486
0.28579717308450636,-0.05350286552672978,0.07071031489420454
0.28939214582984185,-0.06391425562530628,0.07145560767119474
0.2713189988473972,0.005976467334694924,0.07554760751906087
0.25955678985044006,0.10963369866753592,0.08070443532538052
0.24352325678788622,0.1936200568255586,0.08090209755915789
0.22857528558216078,0.27813609712146814,0.07852880855596212
0.2354923109175786,0.31694575421270876,0.07669071347011447
0.24121118331701918,0.34065374689331307,0.0751996789820275
0.23116490464491468,0.34605822647416673,0.07238216392482899
0.21829356539754796,0.3771696388796517,0.06913465517591866
0.24129595874630683,0.3214855204242877,0.06369077659964084
0.25886142284624025,0.2704297796472801,0.05599680114345862
0.2419629234362506,0.2124257646390415,0.05345283199740258
0.23340908989382658,0.15493436118481707,0.04932809909760305
0.21901830440921843,0.11532041050022546,0.04544923474572027
0.21972999619868627,0.10936720204627726,0.03439449252333526
0.21731216798583342,0.1067394253199847,0.029057282993001365
0.21179104997211518,0.08939783541688229,0.026744245551357793
0.2413986250154041,0.09167857684357106,0.023099084784217183
0.2433728137341049,0.09855908380003164,0.012882136484808626
0.2631844315601759,0.10996848813572857,0.004244146993812592
0.2547299964207159,0.13605826874718918,0.0023680352469312993
0.28770163116414427,0.1310507327985917,0.0027932103792327467
0.28859668709202957,0.12822561423632273,-0.004614782539942297
0.3065581011738203,0.1161156379737549,-0.014191085753711974
0.29886642671697583,0.10901477437627527,-0.01863869206294666
0.2996393594814126,0.07564532526156764,-0.014387935301645172
0.28956898878139103,0.02260219247489703,-0.018786089792373062
0.2854604859034602,-0.03634907832483503,-0.02281781275419892
0.27045653915692114,-0.06867346923806128,-0.029386920495184654
0.275600082875199,-0.10453037782283214,-0.022381992128006623
0.27300676443283134,-0.1676068474533121,-0.023317331374546058
0.2869121845242626,-0.23604035852116212,-0.02867281597635607
0.27213512659607897,-0.27335272358705787,-0.035165416136679895
0.276299445015443,-0.29348398746571824,-0.028405684067371872
0.2777324382541355,-0.24629614246927112,-0.025833572508400238
0.28510510303723624,-0.19214593790760937,-0.030814190224557336
0.2805324565021303,-0.1718748928563265,-0.03903497028586056
0.25982543365861677,-0.12248771756132726,-0.03572428614813994
0.2519810907020634,-0.10071660546367589,-0.03112383043786693
0.2465501008241775,-0.035275250303119954,-0.03407702489319764
0.2370622830197675,0.023975458667152783,-0.0425059262018479
0.23743718581040163,0.08737532861704089,-0.03955874516131885
0.23113624536195676,0.09363803600667087,-0.03378890589028849
0.2243832824215195,0.11195541370009643,-0.03290669281525105
0.23703564554716205,0.10092849976215756,-0.03673795633848176
0.2312701212071664,0.1330114007776677,-0.03691295315544352
0.2383285375102071,0.18770012760100752,-0.03006919903919769
0.24596018795706698,0.25675392944774345,-0.029937741923893313
0.25370767795534466,0.2838486250588321,-0.03245009689994305
0.2598863013016981,0.3253851397406411,-0.03638713390313075
0.2712890401755317,0.35280970546447143,-0.027162960789186563
0.2751815341929751,0.3978564325352032,-0.024830796452377513
0.2766815235358653,0.3932750410082697,-0.028007325265702043
0.26881217219130704,0.40215325826989456,-0.032725701001297125
0.26219475296840855,0.36580788291630384,-0.023731428194433413
0.2621956644800303,0.32532703248223704,-0.02044695259963092
0.27008263515029807,0.27090031389387903,-0.019998276342407806
0.27335178127859106,0.24450137071292133,-0.022196893142534257
0.27936952282370786,0.21627026194687993,-0.016927769649468516
0.28758301829013266,0.18209421723274488,-0.008749617608252436
0.2875817285981572,0.1389977518122505,-0.007590778243433682
0.3094033556102769,0.11278506089461793,-0.010646136288059438
0.33093066133789684,0.13010867622972633,-0.007204501524795681
0.34667044038648154,0.14176805319785935,0.0017187982531607915
0.3432115155991564,0.09504519766168551,0.002880731809975501
0.3620960679243277,0.08711412450746936,0.0027167948876183345
0.3342617514687394,0.10354825625723407,0.00938712690961463
0.3265751679012716,0.1265270701181045,0.01594750460889749
0.30976631178050695,0.12671262862617372,0.013638740099057856
0.31097014711872184,0.12705009851240057,0.012767108055578014
0.2772455649880099,0.09351235593519691,0.018298473529205772
0.2619506423985616,0.08175491771278542,0.028614887208817663
0.24619065494338432,0.07006079516891894,0.029188178365116002
0.23915645187991252,0.08971744110526947,0.03371875690614701
0.22189455024081406,0.0792088306678762,0.038147181066787716
0.20932829102416317,0.06984228328619402,0.04915969125198982
0.21833113131268211,0.04649186888279466,0.06672880348552734
